"","date","hits","teams"
"584",2018-01-01,"1","Pittsburgh Pirates"
"585",2018-02-01,"1","Pittsburgh Pirates"
"586",2018-03-01,"1","Pittsburgh Pirates"
"587",2018-04-01,"4","Pittsburgh Pirates"
"588",2018-05-01,"3","Pittsburgh Pirates"
"589",2018-06-01,"3","Pittsburgh Pirates"
"590",2018-07-01,"4","Pittsburgh Pirates"
"591",2018-08-01,"3","Pittsburgh Pirates"
"592",2018-09-01,"2","Pittsburgh Pirates"
"593",2018-10-01,"1","Pittsburgh Pirates"
"594",2018-11-01,"<1","Pittsburgh Pirates"
"595",2018-12-01,"1","Pittsburgh Pirates"
"596",2019-01-01,"1","Pittsburgh Pirates"
"597",2019-02-01,"1","Pittsburgh Pirates"
"598",2019-03-01,"2","Pittsburgh Pirates"
"599",2019-04-01,"4","Pittsburgh Pirates"
"600",2019-05-01,"4","Pittsburgh Pirates"
"601",2019-06-01,"4","Pittsburgh Pirates"
"602",2019-07-01,"5","Pittsburgh Pirates"
"603",2019-08-01,"3","Pittsburgh Pirates"
"604",2019-09-01,"2","Pittsburgh Pirates"
"605",2019-10-01,"1","Pittsburgh Pirates"
"606",2019-11-01,"1","Pittsburgh Pirates"
"607",2019-12-01,"1","Pittsburgh Pirates"
"608",2020-01-01,"1","Pittsburgh Pirates"
"609",2020-02-01,"1","Pittsburgh Pirates"
"610",2020-03-01,"1","Pittsburgh Pirates"
"611",2020-04-01,"<1","Pittsburgh Pirates"
"612",2020-05-01,"<1","Pittsburgh Pirates"
"613",2020-06-01,"<1","Pittsburgh Pirates"
"614",2020-07-01,"<1","Pittsburgh Pirates"
"615",2004-01-01,"1","St. Louis Cardinals"
"616",2004-02-01,"1","St. Louis Cardinals"
"617",2004-03-01,"2","St. Louis Cardinals"
"618",2004-04-01,"3","St. Louis Cardinals"
"619",2004-05-01,"2","St. Louis Cardinals"
"620",2004-06-01,"3","St. Louis Cardinals"
"621",2004-07-01,"3","St. Louis Cardinals"
"622",2004-08-01,"3","St. Louis Cardinals"
"623",2004-09-01,"2","St. Louis Cardinals"
"624",2004-10-01,"9","St. Louis Cardinals"
"625",2004-11-01,"1","St. Louis Cardinals"
"626",2004-12-01,"1","St. Louis Cardinals"
"627",2005-01-01,"1","St. Louis Cardinals"
"628",2005-02-01,"1","St. Louis Cardinals"
"629",2005-03-01,"2","St. Louis Cardinals"
"630",2005-04-01,"4","St. Louis Cardinals"
"631",2005-05-01,"3","St. Louis Cardinals"
"632",2005-06-01,"3","St. Louis Cardinals"
"633",2005-07-01,"3","St. Louis Cardinals"
"634",2005-08-01,"3","St. Louis Cardinals"
"635",2005-09-01,"2","St. Louis Cardinals"
"636",2005-10-01,"5","St. Louis Cardinals"
"637",2005-11-01,"1","St. Louis Cardinals"
"638",2005-12-01,"2","St. Louis Cardinals"
"639",2006-01-01,"1","St. Louis Cardinals"
"640",2006-02-01,"1","St. Louis Cardinals"
"641",2006-03-01,"2","St. Louis Cardinals"
"642",2006-04-01,"5","St. Louis Cardinals"
"643",2006-05-01,"3","St. Louis Cardinals"
"644",2006-06-01,"3","St. Louis Cardinals"
"645",2006-07-01,"3","St. Louis Cardinals"
"646",2006-08-01,"2","St. Louis Cardinals"
"647",2006-09-01,"3","St. Louis Cardinals"
"648",2006-10-01,"9","St. Louis Cardinals"
"649",2006-11-01,"2","St. Louis Cardinals"
"650",2006-12-01,"2","St. Louis Cardinals"
"651",2007-01-01,"1","St. Louis Cardinals"
"652",2007-02-01,"1","St. Louis Cardinals"
"653",2007-03-01,"2","St. Louis Cardinals"
"654",2007-04-01,"4","St. Louis Cardinals"
"655",2007-05-01,"3","St. Louis Cardinals"
"656",2007-06-01,"2","St. Louis Cardinals"
"657",2007-07-01,"2","St. Louis Cardinals"
"658",2007-08-01,"3","St. Louis Cardinals"
"659",2007-09-01,"3","St. Louis Cardinals"
"660",2007-10-01,"1","St. Louis Cardinals"
"661",2007-11-01,"1","St. Louis Cardinals"
"662",2007-12-01,"1","St. Louis Cardinals"
"663",2008-01-01,"1","St. Louis Cardinals"
"664",2008-02-01,"1","St. Louis Cardinals"
"665",2008-03-01,"2","St. Louis Cardinals"
"666",2008-04-01,"3","St. Louis Cardinals"
"667",2008-05-01,"3","St. Louis Cardinals"
"668",2008-06-01,"2","St. Louis Cardinals"
"669",2008-07-01,"3","St. Louis Cardinals"
"670",2008-08-01,"2","St. Louis Cardinals"
"671",2008-09-01,"2","St. Louis Cardinals"
"672",2008-10-01,"1","St. Louis Cardinals"
"673",2008-11-01,"1","St. Louis Cardinals"
"674",2008-12-01,"1","St. Louis Cardinals"
"675",2009-01-01,"3","St. Louis Cardinals"
"676",2009-02-01,"2","St. Louis Cardinals"
"677",2009-03-01,"2","St. Louis Cardinals"
"678",2009-04-01,"3","St. Louis Cardinals"
"679",2009-05-01,"2","St. Louis Cardinals"
"680",2009-06-01,"2","St. Louis Cardinals"
"681",2009-07-01,"3","St. Louis Cardinals"
"682",2009-08-01,"3","St. Louis Cardinals"
"683",2009-09-01,"3","St. Louis Cardinals"
"684",2009-10-01,"2","St. Louis Cardinals"
"685",2009-11-01,"1","St. Louis Cardinals"
"686",2009-12-01,"1","St. Louis Cardinals"
"687",2010-01-01,"2","St. Louis Cardinals"
"688",2010-02-01,"1","St. Louis Cardinals"
"689",2010-03-01,"1","St. Louis Cardinals"
"690",2010-04-01,"3","St. Louis Cardinals"
"691",2010-05-01,"2","St. Louis Cardinals"
"692",2010-06-01,"2","St. Louis Cardinals"
"693",2010-07-01,"3","St. Louis Cardinals"
"694",2010-08-01,"4","St. Louis Cardinals"
"695",2010-09-01,"2","St. Louis Cardinals"
"696",2010-10-01,"1","St. Louis Cardinals"
"697",2010-11-01,"1","St. Louis Cardinals"
"698",2010-12-01,"1","St. Louis Cardinals"
"699",2011-01-01,"1","St. Louis Cardinals"
"700",2011-02-01,"1","St. Louis Cardinals"
"701",2011-03-01,"2","St. Louis Cardinals"
"702",2011-04-01,"3","St. Louis Cardinals"
"703",2011-05-01,"3","St. Louis Cardinals"
"704",2011-06-01,"3","St. Louis Cardinals"
"705",2011-07-01,"3","St. Louis Cardinals"
"706",2011-08-01,"3","St. Louis Cardinals"
"707",2011-09-01,"4","St. Louis Cardinals"
"708",2011-10-01,"16","St. Louis Cardinals"
"709",2011-11-01,"3","St. Louis Cardinals"
"710",2011-12-01,"3","St. Louis Cardinals"
"711",2012-01-01,"2","St. Louis Cardinals"
"712",2012-02-01,"2","St. Louis Cardinals"
"713",2012-03-01,"2","St. Louis Cardinals"
"714",2012-04-01,"5","St. Louis Cardinals"
"715",2012-05-01,"4","St. Louis Cardinals"
"716",2012-06-01,"3","St. Louis Cardinals"
"717",2012-07-01,"3","St. Louis Cardinals"
"718",2012-08-01,"3","St. Louis Cardinals"
"719",2012-09-01,"4","St. Louis Cardinals"
"720",2012-10-01,"13","St. Louis Cardinals"
"721",2012-11-01,"1","St. Louis Cardinals"
"722",2012-12-01,"2","St. Louis Cardinals"
"723",2013-01-01,"1","St. Louis Cardinals"
"724",2013-02-01,"1","St. Louis Cardinals"
"725",2013-03-01,"2","St. Louis Cardinals"
"726",2013-04-01,"4","St. Louis Cardinals"
"727",2013-05-01,"4","St. Louis Cardinals"
"728",2013-06-01,"5","St. Louis Cardinals"
"729",2013-07-01,"4","St. Louis Cardinals"
"730",2013-08-01,"5","St. Louis Cardinals"
"731",2013-09-01,"6","St. Louis Cardinals"
"732",2013-10-01,"19","St. Louis Cardinals"
"733",2013-11-01,"2","St. Louis Cardinals"
"734",2013-12-01,"2","St. Louis Cardinals"
"735",2014-01-01,"1","St. Louis Cardinals"
"736",2014-02-01,"2","St. Louis Cardinals"
"737",2014-03-01,"2","St. Louis Cardinals"
"738",2014-04-01,"5","St. Louis Cardinals"
"739",2014-05-01,"4","St. Louis Cardinals"
"740",2014-06-01,"4","St. Louis Cardinals"
"741",2014-07-01,"5","St. Louis Cardinals"
"742",2014-08-01,"5","St. Louis Cardinals"
"743",2014-09-01,"6","St. Louis Cardinals"
"744",2014-10-01,"12","St. Louis Cardinals"
"745",2014-11-01,"3","St. Louis Cardinals"
"746",2014-12-01,"3","St. Louis Cardinals"
"747",2015-01-01,"2","St. Louis Cardinals"
"748",2015-02-01,"1","St. Louis Cardinals"
"749",2015-03-01,"2","St. Louis Cardinals"
"750",2015-04-01,"6","St. Louis Cardinals"
"751",2015-05-01,"6","St. Louis Cardinals"
"752",2015-06-01,"6","St. Louis Cardinals"
"753",2015-07-01,"7","St. Louis Cardinals"
"754",2015-08-01,"7","St. Louis Cardinals"
"755",2015-09-01,"9","St. Louis Cardinals"
"756",2015-10-01,"10","St. Louis Cardinals"
"757",2015-11-01,"3","St. Louis Cardinals"
"758",2015-12-01,"4","St. Louis Cardinals"
"759",2016-01-01,"6","St. Louis Cardinals"
"760",2016-02-01,"2","St. Louis Cardinals"
"761",2016-03-01,"2","St. Louis Cardinals"
"762",2016-04-01,"7","St. Louis Cardinals"
"763",2016-05-01,"6","St. Louis Cardinals"
"764",2016-06-01,"6","St. Louis Cardinals"
"765",2016-07-01,"6","St. Louis Cardinals"
"766",2016-08-01,"6","St. Louis Cardinals"
"767",2016-09-01,"7","St. Louis Cardinals"
"768",2016-10-01,"4","St. Louis Cardinals"
"769",2016-11-01,"2","St. Louis Cardinals"
"770",2016-12-01,"3","St. Louis Cardinals"
"771",2017-01-01,"1","St. Louis Cardinals"
"772",2017-02-01,"2","St. Louis Cardinals"
"773",2017-03-01,"2","St. Louis Cardinals"
"774",2017-04-01,"7","St. Louis Cardinals"
"775",2017-05-01,"6","St. Louis Cardinals"
"776",2017-06-01,"6","St. Louis Cardinals"
"777",2017-07-01,"6","St. Louis Cardinals"
"778",2017-08-01,"7","St. Louis Cardinals"
"779",2017-09-01,"7","St. Louis Cardinals"
"780",2017-10-01,"2","St. Louis Cardinals"
"781",2017-11-01,"3","St. Louis Cardinals"
"782",2017-12-01,"3","St. Louis Cardinals"
"783",2018-01-01,"2","St. Louis Cardinals"
"784",2018-02-01,"2","St. Louis Cardinals"
"785",2018-03-01,"3","St. Louis Cardinals"
"786",2018-04-01,"7","St. Louis Cardinals"
"787",2018-05-01,"7","St. Louis Cardinals"
"788",2018-06-01,"6","St. Louis Cardinals"
"789",2018-07-01,"7","St. Louis Cardinals"
"790",2018-08-01,"9","St. Louis Cardinals"
"791",2018-09-01,"10","St. Louis Cardinals"
"792",2018-10-01,"2","St. Louis Cardinals"
"793",2018-11-01,"2","St. Louis Cardinals"
"794",2018-12-01,"3","St. Louis Cardinals"
"795",2019-01-01,"2","St. Louis Cardinals"
"796",2019-02-01,"2","St. Louis Cardinals"
"797",2019-03-01,"4","St. Louis Cardinals"
"798",2019-04-01,"8","St. Louis Cardinals"
"799",2019-05-01,"7","St. Louis Cardinals"
"800",2019-06-01,"8","St. Louis Cardinals"
"801",2019-07-01,"7","St. Louis Cardinals"
"802",2019-08-01,"10","St. Louis Cardinals"
"803",2019-09-01,"15","St. Louis Cardinals"
"804",2019-10-01,"17","St. Louis Cardinals"
"805",2019-11-01,"2","St. Louis Cardinals"
"806",2019-12-01,"2","St. Louis Cardinals"
"807",2020-01-01,"2","St. Louis Cardinals"
"808",2020-02-01,"2","St. Louis Cardinals"
"809",2020-03-01,"2","St. Louis Cardinals"
"810",2020-04-01,"1","St. Louis Cardinals"
"811",2020-05-01,"1","St. Louis Cardinals"
"812",2020-06-01,"1","St. Louis Cardinals"
"813",2020-07-01,"1","St. Louis Cardinals"
"814",2004-01-01,"1","Cincinnati Reds"
"815",2004-02-01,"1","Cincinnati Reds"
"816",2004-03-01,"1","Cincinnati Reds"
"817",2004-04-01,"2","Cincinnati Reds"
"818",2004-05-01,"2","Cincinnati Reds"
"819",2004-06-01,"2","Cincinnati Reds"
"820",2004-07-01,"2","Cincinnati Reds"
"821",2004-08-01,"1","Cincinnati Reds"
"822",2004-09-01,"1","Cincinnati Reds"
"823",2004-10-01,"1","Cincinnati Reds"
"824",2004-11-01,"<1","Cincinnati Reds"
"825",2004-12-01,"<1","Cincinnati Reds"
"826",2005-01-01,"1","Cincinnati Reds"
"827",2005-02-01,"1","Cincinnati Reds"
"828",2005-03-01,"1","Cincinnati Reds"
"829",2005-04-01,"2","Cincinnati Reds"
"830",2005-05-01,"2","Cincinnati Reds"
"831",2005-06-01,"2","Cincinnati Reds"
"832",2005-07-01,"1","Cincinnati Reds"
"833",2005-08-01,"1","Cincinnati Reds"
"834",2005-09-01,"1","Cincinnati Reds"
"835",2005-10-01,"<1","Cincinnati Reds"
"836",2005-11-01,"<1","Cincinnati Reds"
"837",2005-12-01,"1","Cincinnati Reds"
"838",2006-01-01,"1","Cincinnati Reds"
"839",2006-02-01,"1","Cincinnati Reds"
"840",2006-03-01,"1","Cincinnati Reds"
"841",2006-04-01,"2","Cincinnati Reds"
"842",2006-05-01,"2","Cincinnati Reds"
"843",2006-06-01,"2","Cincinnati Reds"
"844",2006-07-01,"2","Cincinnati Reds"
"845",2006-08-01,"2","Cincinnati Reds"
"846",2006-09-01,"1","Cincinnati Reds"
"847",2006-10-01,"1","Cincinnati Reds"
"848",2006-11-01,"1","Cincinnati Reds"
"849",2006-12-01,"1","Cincinnati Reds"
"850",2007-01-01,"1","Cincinnati Reds"
"851",2007-02-01,"1","Cincinnati Reds"
"852",2007-03-01,"2","Cincinnati Reds"
"853",2007-04-01,"2","Cincinnati Reds"
"854",2007-05-01,"2","Cincinnati Reds"
"855",2007-06-01,"2","Cincinnati Reds"
"856",2007-07-01,"2","Cincinnati Reds"
"857",2007-08-01,"1","Cincinnati Reds"
"858",2007-09-01,"1","Cincinnati Reds"
"859",2007-10-01,"1","Cincinnati Reds"
"860",2007-11-01,"1","Cincinnati Reds"
"861",2007-12-01,"1","Cincinnati Reds"
"862",2008-01-01,"1","Cincinnati Reds"
"863",2008-02-01,"1","Cincinnati Reds"
"864",2008-03-01,"2","Cincinnati Reds"
"865",2008-04-01,"2","Cincinnati Reds"
"866",2008-05-01,"2","Cincinnati Reds"
"867",2008-06-01,"2","Cincinnati Reds"
"868",2008-07-01,"2","Cincinnati Reds"
"869",2008-08-01,"1","Cincinnati Reds"
"870",2008-09-01,"1","Cincinnati Reds"
"871",2008-10-01,"<1","Cincinnati Reds"
"872",2008-11-01,"<1","Cincinnati Reds"
"873",2008-12-01,"1","Cincinnati Reds"
"874",2009-01-01,"1","Cincinnati Reds"
"875",2009-02-01,"1","Cincinnati Reds"
"876",2009-03-01,"1","Cincinnati Reds"
"877",2009-04-01,"2","Cincinnati Reds"
"878",2009-05-01,"2","Cincinnati Reds"
"879",2009-06-01,"2","Cincinnati Reds"
"880",2009-07-01,"2","Cincinnati Reds"
"881",2009-08-01,"1","Cincinnati Reds"
"882",2009-09-01,"1","Cincinnati Reds"
"883",2009-10-01,"<1","Cincinnati Reds"
"884",2009-11-01,"<1","Cincinnati Reds"
"885",2009-12-01,"<1","Cincinnati Reds"
"886",2010-01-01,"1","Cincinnati Reds"
"887",2010-02-01,"1","Cincinnati Reds"
"888",2010-03-01,"1","Cincinnati Reds"
"889",2010-04-01,"2","Cincinnati Reds"
"890",2010-05-01,"2","Cincinnati Reds"
"891",2010-06-01,"2","Cincinnati Reds"
"892",2010-07-01,"3","Cincinnati Reds"
"893",2010-08-01,"3","Cincinnati Reds"
"894",2010-09-01,"3","Cincinnati Reds"
"895",2010-10-01,"2","Cincinnati Reds"
"896",2010-11-01,"1","Cincinnati Reds"
"897",2010-12-01,"1","Cincinnati Reds"
"898",2011-01-01,"1","Cincinnati Reds"
"899",2011-02-01,"1","Cincinnati Reds"
"900",2011-03-01,"2","Cincinnati Reds"
"901",2011-04-01,"3","Cincinnati Reds"
"902",2011-05-01,"3","Cincinnati Reds"
"903",2011-06-01,"3","Cincinnati Reds"
"904",2011-07-01,"3","Cincinnati Reds"
"905",2011-08-01,"2","Cincinnati Reds"
"906",2011-09-01,"1","Cincinnati Reds"
"907",2011-10-01,"1","Cincinnati Reds"
"908",2011-11-01,"1","Cincinnati Reds"
"909",2011-12-01,"1","Cincinnati Reds"
"910",2012-01-01,"1","Cincinnati Reds"
"911",2012-02-01,"1","Cincinnati Reds"
"912",2012-03-01,"1","Cincinnati Reds"
"913",2012-04-01,"3","Cincinnati Reds"
"914",2012-05-01,"3","Cincinnati Reds"
"915",2012-06-01,"3","Cincinnati Reds"
"916",2012-07-01,"3","Cincinnati Reds"
"917",2012-08-01,"3","Cincinnati Reds"
"918",2012-09-01,"3","Cincinnati Reds"
"919",2012-10-01,"3","Cincinnati Reds"
"920",2012-11-01,"1","Cincinnati Reds"
"921",2012-12-01,"1","Cincinnati Reds"
"922",2013-01-01,"1","Cincinnati Reds"
"923",2013-02-01,"1","Cincinnati Reds"
"924",2013-03-01,"1","Cincinnati Reds"
"925",2013-04-01,"4","Cincinnati Reds"
"926",2013-05-01,"3","Cincinnati Reds"
"927",2013-06-01,"3","Cincinnati Reds"
"928",2013-07-01,"3","Cincinnati Reds"
"929",2013-08-01,"3","Cincinnati Reds"
"930",2013-09-01,"4","Cincinnati Reds"
"931",2013-10-01,"1","Cincinnati Reds"
"932",2013-11-01,"1","Cincinnati Reds"
"933",2013-12-01,"1","Cincinnati Reds"
"934",2014-01-01,"1","Cincinnati Reds"
"935",2014-02-01,"1","Cincinnati Reds"
"936",2014-03-01,"2","Cincinnati Reds"
"937",2014-04-01,"3","Cincinnati Reds"
"938",2014-05-01,"3","Cincinnati Reds"
"939",2014-06-01,"3","Cincinnati Reds"
"940",2014-07-01,"3","Cincinnati Reds"
"941",2014-08-01,"2","Cincinnati Reds"
"942",2014-09-01,"1","Cincinnati Reds"
"943",2014-10-01,"1","Cincinnati Reds"
"944",2014-11-01,"1","Cincinnati Reds"
"945",2014-12-01,"1","Cincinnati Reds"
"946",2015-01-01,"1","Cincinnati Reds"
"947",2015-02-01,"1","Cincinnati Reds"
"948",2015-03-01,"1","Cincinnati Reds"
"949",2015-04-01,"4","Cincinnati Reds"
"950",2015-05-01,"3","Cincinnati Reds"
"951",2015-06-01,"3","Cincinnati Reds"
"952",2015-07-01,"3","Cincinnati Reds"
"953",2015-08-01,"2","Cincinnati Reds"
"954",2015-09-01,"2","Cincinnati Reds"
"955",2015-10-01,"1","Cincinnati Reds"
"956",2015-11-01,"1","Cincinnati Reds"
"957",2015-12-01,"1","Cincinnati Reds"
"958",2016-01-01,"1","Cincinnati Reds"
"959",2016-02-01,"1","Cincinnati Reds"
"960",2016-03-01,"1","Cincinnati Reds"
"961",2016-04-01,"4","Cincinnati Reds"
"962",2016-05-01,"3","Cincinnati Reds"
"963",2016-06-01,"3","Cincinnati Reds"
"964",2016-07-01,"2","Cincinnati Reds"
"965",2016-08-01,"2","Cincinnati Reds"
"966",2016-09-01,"2","Cincinnati Reds"
"967",2016-10-01,"1","Cincinnati Reds"
"968",2016-11-01,"<1","Cincinnati Reds"
"969",2016-12-01,"1","Cincinnati Reds"
"970",2017-01-01,"1","Cincinnati Reds"
"971",2017-02-01,"1","Cincinnati Reds"
"972",2017-03-01,"1","Cincinnati Reds"
"973",2017-04-01,"4","Cincinnati Reds"
"974",2017-05-01,"3","Cincinnati Reds"
"975",2017-06-01,"3","Cincinnati Reds"
"976",2017-07-01,"3","Cincinnati Reds"
"977",2017-08-01,"2","Cincinnati Reds"
"978",2017-09-01,"2","Cincinnati Reds"
"979",2017-10-01,"1","Cincinnati Reds"
"980",2017-11-01,"<1","Cincinnati Reds"
"981",2017-12-01,"1","Cincinnati Reds"
"982",2018-01-01,"1","Cincinnati Reds"
"983",2018-02-01,"1","Cincinnati Reds"
"984",2018-03-01,"2","Cincinnati Reds"
"985",2018-04-01,"3","Cincinnati Reds"
"986",2018-05-01,"3","Cincinnati Reds"
"987",2018-06-01,"3","Cincinnati Reds"
"988",2018-07-01,"4","Cincinnati Reds"
"989",2018-08-01,"2","Cincinnati Reds"
"990",2018-09-01,"2","Cincinnati Reds"
"991",2018-10-01,"1","Cincinnati Reds"
"992",2018-11-01,"1","Cincinnati Reds"
"993",2018-12-01,"1","Cincinnati Reds"
"994",2019-01-01,"1","Cincinnati Reds"
"995",2019-02-01,"2","Cincinnati Reds"
"996",2019-03-01,"3","Cincinnati Reds"
"997",2019-04-01,"4","Cincinnati Reds"
"998",2019-05-01,"4","Cincinnati Reds"
"999",2019-06-01,"4","Cincinnati Reds"
"1000",2019-07-01,"5","Cincinnati Reds"
"1001",2019-08-01,"5","Cincinnati Reds"
"1002",2019-09-01,"3","Cincinnati Reds"
"1003",2019-10-01,"1","Cincinnati Reds"
"1004",2019-11-01,"1","Cincinnati Reds"
"1005",2019-12-01,"1","Cincinnati Reds"
"1006",2020-01-01,"1","Cincinnati Reds"
"1007",2020-02-01,"1","Cincinnati Reds"
"1008",2020-03-01,"1","Cincinnati Reds"
"1009",2020-04-01,"1","Cincinnati Reds"
"1010",2020-05-01,"<1","Cincinnati Reds"
"1011",2020-06-01,"1","Cincinnati Reds"
"1012",2020-07-01,"1","Cincinnati Reds"
"1013",2004-01-01,"1","Atlanta Braves"
"1014",2004-02-01,"1","Atlanta Braves"
"1015",2004-03-01,"2","Atlanta Braves"
"1016",2004-04-01,"3","Atlanta Braves"
"1017",2004-05-01,"2","Atlanta Braves"
"1018",2004-06-01,"2","Atlanta Braves"
"1019",2004-07-01,"3","Atlanta Braves"
"1020",2004-08-01,"3","Atlanta Braves"
"1021",2004-09-01,"2","Atlanta Braves"
"1022",2004-10-01,"2","Atlanta Braves"
"1023",2004-11-01,"1","Atlanta Braves"
"1024",2004-12-01,"1","Atlanta Braves"
"1025",2005-01-01,"1","Atlanta Braves"
"1026",2005-02-01,"1","Atlanta Braves"
"1027",2005-03-01,"2","Atlanta Braves"
"1028",2005-04-01,"3","Atlanta Braves"
"1029",2005-05-01,"3","Atlanta Braves"
"1030",2005-06-01,"3","Atlanta Braves"
"1031",2005-07-01,"3","Atlanta Braves"
"1032",2005-08-01,"3","Atlanta Braves"
"1033",2005-09-01,"3","Atlanta Braves"
"1034",2005-10-01,"2","Atlanta Braves"
"1035",2005-11-01,"1","Atlanta Braves"
"1036",2005-12-01,"1","Atlanta Braves"
"1037",2006-01-01,"1","Atlanta Braves"
"1038",2006-02-01,"1","Atlanta Braves"
"1039",2006-03-01,"2","Atlanta Braves"
"1040",2006-04-01,"4","Atlanta Braves"
"1041",2006-05-01,"3","Atlanta Braves"
"1042",2006-06-01,"3","Atlanta Braves"
"1043",2006-07-01,"3","Atlanta Braves"
"1044",2006-08-01,"3","Atlanta Braves"
"1045",2006-09-01,"2","Atlanta Braves"
"1046",2006-10-01,"1","Atlanta Braves"
"1047",2006-11-01,"1","Atlanta Braves"
"1048",2006-12-01,"1","Atlanta Braves"
"1049",2007-01-01,"1","Atlanta Braves"
"1050",2007-02-01,"1","Atlanta Braves"
"1051",2007-03-01,"2","Atlanta Braves"
"1052",2007-04-01,"4","Atlanta Braves"
"1053",2007-05-01,"4","Atlanta Braves"
"1054",2007-06-01,"4","Atlanta Braves"
"1055",2007-07-01,"4","Atlanta Braves"
"1056",2007-08-01,"3","Atlanta Braves"
"1057",2007-09-01,"2","Atlanta Braves"
"1058",2007-10-01,"1","Atlanta Braves"
"1059",2007-11-01,"1","Atlanta Braves"
"1060",2007-12-01,"1","Atlanta Braves"
"1061",2008-01-01,"1","Atlanta Braves"
"1062",2008-02-01,"1","Atlanta Braves"
"1063",2008-03-01,"2","Atlanta Braves"
"1064",2008-04-01,"4","Atlanta Braves"
"1065",2008-05-01,"3","Atlanta Braves"
"1066",2008-06-01,"3","Atlanta Braves"
"1067",2008-07-01,"3","Atlanta Braves"
"1068",2008-08-01,"2","Atlanta Braves"
"1069",2008-09-01,"1","Atlanta Braves"
"1070",2008-10-01,"1","Atlanta Braves"
"1071",2008-11-01,"1","Atlanta Braves"
"1072",2008-12-01,"1","Atlanta Braves"
"1073",2009-01-01,"1","Atlanta Braves"
"1074",2009-02-01,"1","Atlanta Braves"
"1075",2009-03-01,"2","Atlanta Braves"
"1076",2009-04-01,"3","Atlanta Braves"
"1077",2009-05-01,"3","Atlanta Braves"
"1078",2009-06-01,"3","Atlanta Braves"
"1079",2009-07-01,"3","Atlanta Braves"
"1080",2009-08-01,"3","Atlanta Braves"
"1081",2009-09-01,"2","Atlanta Braves"
"1082",2009-10-01,"1","Atlanta Braves"
"1083",2009-11-01,"1","Atlanta Braves"
"1084",2009-12-01,"1","Atlanta Braves"
"1085",2010-01-01,"1","Atlanta Braves"
"1086",2010-02-01,"1","Atlanta Braves"
"1087",2010-03-01,"2","Atlanta Braves"
"1088",2010-04-01,"4","Atlanta Braves"
"1089",2010-05-01,"3","Atlanta Braves"
"1090",2010-06-01,"4","Atlanta Braves"
"1091",2010-07-01,"4","Atlanta Braves"
"1092",2010-08-01,"4","Atlanta Braves"
"1093",2010-09-01,"3","Atlanta Braves"
"1094",2010-10-01,"4","Atlanta Braves"
"1095",2010-11-01,"1","Atlanta Braves"
"1096",2010-12-01,"1","Atlanta Braves"
"1097",2011-01-01,"1","Atlanta Braves"
"1098",2011-02-01,"1","Atlanta Braves"
"1099",2011-03-01,"3","Atlanta Braves"
"1100",2011-04-01,"4","Atlanta Braves"
"1101",2011-05-01,"4","Atlanta Braves"
"1102",2011-06-01,"4","Atlanta Braves"
"1103",2011-07-01,"5","Atlanta Braves"
"1104",2011-08-01,"4","Atlanta Braves"
"1105",2011-09-01,"4","Atlanta Braves"
"1106",2011-10-01,"1","Atlanta Braves"
"1107",2011-11-01,"1","Atlanta Braves"
"1108",2011-12-01,"1","Atlanta Braves"
"1109",2012-01-01,"1","Atlanta Braves"
"1110",2012-02-01,"1","Atlanta Braves"
"1111",2012-03-01,"2","Atlanta Braves"
"1112",2012-04-01,"4","Atlanta Braves"
